time,close,ticker
2008-01-24,134.99,SPY
2008-01-25,133.04,SPY
2008-01-28,135.24,SPY
2008-01-29,135.91,SPY
2008-01-30,134.91,SPY
2008-01-31,137.37,SPY
2008-02-01,139.58,SPY
2008-02-04,137.82,SPY
2008-02-05,134.13,SPY
2008-02-06,133.05,SPY
2008-02-07,133.93,SPY
2008-02-08,133.07,SPY
2008-02-11,133.75,SPY
2008-02-12,134.99,SPY
2008-02-13,136.37,SPY
2008-02-14,135.17,SPY
2008-02-15,135.14,SPY
2008-02-19,135.52,SPY
2008-02-20,135.92,SPY
2008-02-21,134.79,SPY
2008-02-22,135.62,SPY
2008-02-25,137.33,SPY
2008-02-26,138.36,SPY
2008-02-27,138.22,SPY
2008-02-28,136.87,SPY
2008-02-29,133.82,SPY
2008-03-03,133.5,SPY
2008-03-04,132.99,SPY
2008-03-05,133.83,SPY
2008-03-06,131.06,SPY
2008-03-07,129.71,SPY
2008-03-10,128.0,SPY
2008-03-11,132.6,SPY
2008-03-12,131.36,SPY
2008-03-13,131.65,SPY
2008-03-14,129.61,SPY
2008-03-17,128.3,SPY
2008-03-18,133.63,SPY
2008-03-19,130.32,SPY
2008-03-20,132.08,SPY
2008-03-21,133.4,SPY
2008-03-24,134.72,SPY
2008-03-25,134.85,SPY
2008-03-26,133.2,SPY
2008-03-27,132.78,SPY
2008-03-28,131.51,SPY
2008-03-31,131.97,SPY
2008-04-01,136.61,SPY
2008-04-02,136.7,SPY
2008-04-03,137.04,SPY
2008-04-04,137.0,SPY
2008-04-07,136.96,SPY
2008-04-08,136.82,SPY
2008-04-09,135.83,SPY
2008-04-10,136.02,SPY
2008-04-11,133.38,SPY
2008-04-14,132.93,SPY
2008-04-15,133.24,SPY
2008-04-16,136.85,SPY
2008-04-17,137.05,SPY
2008-04-18,138.48,SPY
2008-04-21,138.55,SPY
2008-04-22,137.94,SPY
2008-04-23,137.72,SPY
2008-04-24,138.32,SPY
2008-04-25,139.6,SPY
2008-04-28,139.63,SPY
2008-04-29,139.08,SPY
2008-04-30,138.26,SPY
2008-05-01,141.12,SPY
2008-05-02,141.51,SPY
2008-05-05,140.83,SPY
2008-05-06,142.05,SPY
2008-05-07,139.52,SPY
2008-05-08,139.16,SPY
2008-05-09,138.9,SPY
2008-05-12,140.46,SPY
2008-05-13,140.48,SPY
2008-05-14,140.77,SPY
2008-05-15,142.53,SPY
2008-05-16,142.66,SPY
2008-05-19,143.05,SPY
2008-05-20,141.89,SPY
2008-05-21,139.49,SPY
2008-05-22,139.51,SPY
2008-05-23,137.64,SPY
2008-05-27,138.66,SPY
2008-05-28,139.3,SPY
2008-05-29,139.825,SPY
2008-05-30,140.35,SPY
2008-06-02,138.9,SPY
2008-06-03,138.09,SPY
2008-06-04,138.02,SPY
2008-06-05,140.78,SPY
2008-06-06,136.29,SPY
2008-06-09,136.62,SPY
2008-06-10,135.94,SPY
2008-06-11,133.94,SPY
2008-06-12,134.45,SPY
2008-06-13,136.15,SPY
2008-06-16,136.23,SPY
2008-06-17,135.57,SPY
2008-06-18,134.25,SPY
2008-06-19,134.42,SPY
2008-06-20,131.58,SPY
2008-06-23,131.45,SPY
2008-06-24,131.19,SPY
2008-06-25,131.81,SPY
2008-06-26,128.23,SPY
2008-06-27,127.53,SPY
2008-06-30,127.98,SPY
2008-07-01,128.38,SPY
2008-07-02,126.18,SPY
2008-07-03,126.31,SPY
2008-07-07,125.02,SPY
2008-07-08,127.24,SPY
2008-07-09,124.79,SPY
2008-07-10,125.3,SPY
2008-07-11,123.84,SPY
2008-07-14,122.72,SPY
2008-07-15,120.99,SPY
2008-07-16,123.96,SPY
2008-07-17,125.2,SPY
2008-07-18,125.98,SPY
2008-07-21,126.05,SPY
2008-07-22,127.48,SPY
2008-07-23,128.17,SPY
2008-07-24,125.51,SPY
2008-07-25,125.48,SPY
2008-07-28,123.64,SPY
2008-07-29,126.28,SPY
2008-07-30,128.53,SPY
2008-07-31,126.83,SPY
2008-08-01,126.16,SPY
2008-08-04,124.99,SPY
2008-08-05,128.36,SPY
2008-08-06,128.93,SPY
2008-08-07,127.01,SPY
2008-08-08,129.37,SPY
2008-08-11,130.71,SPY
2008-08-12,129.35,SPY
2008-08-13,128.57,SPY
2008-08-14,129.54,SPY
2008-08-15,130.17,SPY
2008-08-18,128.39,SPY
2008-08-19,126.99,SPY
2008-08-20,127.58,SPY
2008-08-21,127.8,SPY
2008-08-22,129.65,SPY
2008-08-25,127.02,SPY
2008-08-26,127.39,SPY
2008-08-27,128.63,SPY
2008-08-28,130.19,SPY
2008-08-29,128.79,SPY
2008-09-02,127.99,SPY
2008-09-03,127.88,SPY
2008-09-04,124.03,SPY
2008-09-05,124.42,SPY
2008-09-08,126.99,SPY
2008-09-09,123.22,SPY
2008-09-10,123.72,SPY
2008-09-11,125.51,SPY
2008-09-12,126.09,SPY
2008-09-15,120.09,SPY
2008-09-16,122.1,SPY
2008-09-17,116.61,SPY
2008-09-18,120.07,SPY
2008-09-19,124.12,SPY
2008-09-22,121.31,SPY
2008-09-23,118.55,SPY
2008-09-24,118.93,SPY
2008-09-25,120.79,SPY
2008-09-26,120.85,SPY
2008-09-29,111.38,SPY
2008-09-30,115.99,SPY
2008-10-01,116.06,SPY
2008-10-02,111.85,SPY
2008-10-03,110.34,SPY
2008-10-06,104.72,SPY
2008-10-07,100.03,SPY
2008-10-08,97.51,SPY
2008-10-09,90.7,SPY
2008-10-10,88.5,SPY
2008-10-14,99.85,SPY
2008-10-15,90.02,SPY
2008-10-16,93.77,SPY
2008-10-17,93.21,SPY
2008-10-20,98.81,SPY
2008-10-21,95.86,SPY
2008-10-22,90.64,SPY
2008-10-23,91.69,SPY
2008-10-24,87.04,SPY
2008-10-27,83.95,SPY
2008-10-28,93.76,SPY
2008-10-29,93.08,SPY
2008-10-30,96.3,SPY
2008-10-31,96.83,SPY
2008-11-03,97.11,SPY
2008-11-04,100.41,SPY
2008-11-05,96.19,SPY
2008-11-06,90.86,SPY
2008-11-07,93.86,SPY
2008-11-10,92.63,SPY
2008-11-12,85.82,SPY
2008-11-13,91.17,SPY
2008-11-14,86.62,SPY
2008-11-17,85.47,SPY
2008-11-18,87.08,SPY
2008-11-19,81.5,SPY
2008-11-20,75.45,SPY
2008-11-21,79.52,SPY
2008-11-24,85.03,SPY
2008-11-25,85.66,SPY
2008-11-26,88.97,SPY
2008-11-28,89.88,SPY
2008-12-01,82.11,SPY
2008-12-02,85.27,SPY
2008-12-03,87.32,SPY
2008-12-04,85.3,SPY
2008-12-05,87.93,SPY
2008-12-08,91.0,SPY
2008-12-09,89.5,SPY
2008-12-10,90.11,SPY
2008-12-11,87.94,SPY
2008-12-12,88.99,SPY
2008-12-15,87.75,SPY
2008-12-16,91.88,SPY
2008-12-17,90.99,SPY
2008-12-18,89.29,SPY
2008-12-19,88.19,SPY
2008-12-22,87.06,SPY
2008-12-23,86.16,SPY
2008-12-24,86.66,SPY
2008-12-26,87.16,SPY
2008-12-29,86.91,SPY
2008-12-30,88.97,SPY
2008-12-31,90.24,SPY
2009-01-02,92.96,SPY
2009-01-05,92.85,SPY
2009-01-06,93.47,SPY
2009-01-07,90.67,SPY
2009-01-08,91.04,SPY
2009-01-09,89.09,SPY
2009-01-12,86.95,SPY
2009-01-13,87.11,SPY
2009-01-14,84.37,SPY
2009-01-15,84.4,SPY
2009-01-16,85.06,SPY
2009-01-20,80.57,SPY
2009-01-21,84.05,SPY
2009-01-22,82.75,SPY
2009-01-23,83.11,SPY
2009-01-26,83.68,SPY
2009-01-27,84.53,SPY
2009-01-28,87.39,SPY
2009-01-29,84.55,SPY
2009-01-30,82.83,SPY
2009-02-02,82.58,SPY
2009-02-03,83.74,SPY
2009-02-04,83.33,SPY
2009-02-05,84.57,SPY
2009-02-06,86.98,SPY
2009-02-09,87.1,SPY
2009-02-10,83.11,SPY
2009-02-11,83.6,SPY
2009-02-12,83.66,SPY
2009-02-13,82.76,SPY
2009-02-17,79.22,SPY
2009-02-18,79.03,SPY
2009-02-19,78.18,SPY
2009-02-20,77.42,SPY
2009-02-23,74.65,SPY
2009-02-24,77.48,SPY
2009-02-25,76.87,SPY
2009-02-26,75.62,SPY
2009-02-27,73.93,SPY
2009-03-02,70.6,SPY
2009-03-03,70.07,SPY
2009-03-04,71.73,SPY
2009-03-05,68.8,SPY
2009-03-06,68.92,SPY
2009-03-09,68.11,SPY
2009-03-10,72.17,SPY
2009-03-11,72.64,SPY
2009-03-12,75.5,SPY
2009-03-13,76.09,SPY
2009-03-16,75.86,SPY
2009-03-17,78.18,SPY
2009-03-18,79.93,SPY
2009-03-19,78.94,SPY
2009-03-20,76.71,SPY
2009-03-23,82.22,SPY
2009-03-24,80.7,SPY
2009-03-25,81.45,SPY
2009-03-26,83.11,SPY
2009-03-27,81.61,SPY
2009-03-30,78.79,SPY
2009-03-31,79.52,SPY
2009-04-01,81.06,SPY
2009-04-02,83.43,SPY
2009-04-03,84.26,SPY
2009-04-06,83.6,SPY
2009-04-07,81.65,SPY
2009-04-08,82.53,SPY
2009-04-09,85.81,SPY
2009-04-10,85.82,SPY
2009-04-13,85.83,SPY
2009-04-14,84.35,SPY
2009-04-15,85.25,SPY
2009-04-16,86.5,SPY
2009-04-17,87.08,SPY
2009-04-20,83.43,SPY
2009-04-21,85.06,SPY
2009-04-22,84.54,SPY
2009-04-23,85.37,SPY
2009-04-24,86.66,SPY
2009-04-27,85.84,SPY
2009-04-28,85.57,SPY
2009-04-29,87.39,SPY
2009-04-30,87.42,SPY
2009-05-01,87.89,SPY
2009-05-04,90.88,SPY
2009-05-05,90.57,SPY
2009-05-06,92.14,SPY
2009-05-07,90.86,SPY
2009-05-08,92.98,SPY
2009-05-11,91.24,SPY
2009-05-12,90.97,SPY
2009-05-13,88.68,SPY
2009-05-14,89.44,SPY
2009-05-15,88.71,SPY
2009-05-18,91.23,SPY
2009-05-19,91.12,SPY
2009-05-20,90.51,SPY
2009-05-21,89.21,SPY
2009-05-22,89.02,SPY
2009-05-26,91.3,SPY
2009-05-27,89.67,SPY
2009-05-28,90.92,SPY
2009-05-29,92.53,SPY
2009-06-01,94.77,SPY
2009-06-02,94.85,SPY
2009-06-03,93.65,SPY
2009-06-04,94.53,SPY
2009-06-05,94.55,SPY
2009-06-08,94.16,SPY
2009-06-09,94.64,SPY
2009-06-10,94.4,SPY
2009-06-11,94.82,SPY
2009-06-12,95.08,SPY
2009-06-15,92.9,SPY
2009-06-16,91.64,SPY
2009-06-17,91.55,SPY
2009-06-18,92.22,SPY
2009-06-19,92.04,SPY
2009-06-22,89.28,SPY
2009-06-23,89.35,SPY
2009-06-24,90.12,SPY
2009-06-25,92.08,SPY
2009-06-26,91.84,SPY
2009-06-29,92.7,SPY
2009-06-30,91.95,SPY
2009-07-01,92.33,SPY
2009-07-02,89.81,SPY
2009-07-06,89.8,SPY
2009-07-07,88.06,SPY
2009-07-08,88.0,SPY
2009-07-09,88.17,SPY
2009-07-10,87.96,SPY
2009-07-13,90.1,SPY
2009-07-14,90.61,SPY
2009-07-15,93.26,SPY
2009-07-16,94.15,SPY
2009-07-17,94.13,SPY
2009-07-20,95.13,SPY
2009-07-21,95.57,SPY
2009-07-22,95.55,SPY
2009-07-23,97.66,SPY
2009-07-24,97.99,SPY
2009-07-27,98.35,SPY
2009-07-28,97.89,SPY
2009-07-29,97.79,SPY
2009-07-30,98.67,SPY
2009-07-31,98.81,SPY
2009-08-03,100.44,SPY
2009-08-04,100.7,SPY
2009-08-05,100.41,SPY
2009-08-06,99.89,SPY
2009-08-07,101.2,SPY
2009-08-10,100.99,SPY
2009-08-11,99.73,SPY
2009-08-12,100.8,SPY
2009-08-13,101.57,SPY
2009-08-14,100.79,SPY
2009-08-17,98.31,SPY
2009-08-18,99.09,SPY
2009-08-19,99.96,SPY
2009-08-20,100.99,SPY
2009-08-21,102.97,SPY
2009-08-24,102.96,SPY
2009-08-25,103.16,SPY
2009-08-26,103.17,SPY
2009-08-27,103.4,SPY
2009-08-28,103.38,SPY
2009-08-31,102.46,SPY
2009-09-01,100.2,SPY
2009-09-02,99.82,SPY
2009-09-03,100.65,SPY
2009-09-04,102.06,SPY
2009-09-08,102.94,SPY
2009-09-09,103.73,SPY
2009-09-10,104.79,SPY
2009-09-11,104.77,SPY
2009-09-14,105.28,SPY
2009-09-15,105.72,SPY
2009-09-16,107.32,SPY
2009-09-17,107.16,SPY
2009-09-18,106.72,SPY
2009-09-21,106.45,SPY
2009-09-22,107.07,SPY
2009-09-23,106.18,SPY
2009-09-24,105.01,SPY
2009-09-25,104.45,SPY
2009-09-28,106.32,SPY
2009-09-29,106.0,SPY
2009-09-30,105.59,SPY
2009-10-01,103.72,SPY
2009-10-02,102.49,SPY
2009-10-05,104.02,SPY
2009-10-06,105.51,SPY
2009-10-07,105.8,SPY
2009-10-08,106.61,SPY
2009-10-09,107.26,SPY
2009-10-13,107.46,SPY
2009-10-14,109.31,SPY
2009-10-15,109.71,SPY
2009-10-16,108.89,SPY
2009-10-19,109.79,SPY
2009-10-20,109.21,SPY
2009-10-21,108.23,SPY
2009-10-22,109.33,SPY
2009-10-23,108.08,SPY
2009-10-26,106.91,SPY
2009-10-27,106.42,SPY
2009-10-28,104.41,SPY
2009-10-29,106.65,SPY
2009-10-30,103.56,SPY
2009-11-02,104.32,SPY
2009-11-03,104.65,SPY
2009-11-04,104.92,SPY
2009-11-05,106.85,SPY
2009-11-06,107.13,SPY
2009-11-09,109.57,SPY
2009-11-10,109.59,SPY
2009-11-12,109.03,SPY
2009-11-13,109.62,SPY
2009-11-16,111.21,SPY
2009-11-17,111.34,SPY
2009-11-18,111.27,SPY
2009-11-19,109.82,SPY
2009-11-20,109.43,SPY
2009-11-23,110.82,SPY
2009-11-24,110.99,SPY
2009-11-25,111.38,SPY
2009-11-27,109.57,SPY
2009-11-30,109.94,SPY
2009-12-01,111.3,SPY
2009-12-02,111.25,SPY
2009-12-03,110.38,SPY
2009-12-04,111.01,SPY
2009-12-07,110.84,SPY
2009-12-08,109.61,SPY
2009-12-09,110.02,SPY
2009-12-10,110.64,SPY
2009-12-11,111.11,SPY
2009-12-14,111.87,SPY
2009-12-15,111.35,SPY
2009-12-16,111.52,SPY
2009-12-17,110.18,SPY
2009-12-18,110.21,SPY
2009-12-21,111.33,SPY
2009-12-22,111.73,SPY
2009-12-23,111.95,SPY
2009-12-24,112.48,SPY
2009-12-28,112.72,SPY
2009-12-29,112.56,SPY
2009-12-30,112.52,SPY
2009-12-31,111.44,SPY
2010-01-04,113.33,SPY
2010-01-05,113.63,SPY
2010-01-06,113.71,SPY
2010-01-07,114.19,SPY
2010-01-08,114.57,SPY
2010-01-11,114.73,SPY
2010-01-12,113.66,SPY
2010-01-13,114.62,SPY
2010-01-14,114.93,SPY
2010-01-15,113.64,SPY
2010-01-19,115.06,SPY
2010-01-20,113.89,SPY
2010-01-21,111.7,SPY
2010-01-22,109.21,SPY
2010-01-25,109.77,SPY
2010-01-26,109.31,SPY
2010-01-27,109.83,SPY
2010-01-28,108.57,SPY
2010-01-29,107.39,SPY
2010-02-01,109.06,SPY
2010-02-02,110.38,SPY
2010-02-03,109.83,SPY
2010-02-04,106.44,SPY
2010-02-05,106.66,SPY
2010-02-08,105.89,SPY
2010-02-09,107.22,SPY
2010-02-10,107.01,SPY
2010-02-11,108.13,SPY
2010-02-12,108.04,SPY
2010-02-16,109.74,SPY
2010-02-17,110.26,SPY
2010-02-18,110.91,SPY
2010-02-19,111.14,SPY
2010-02-22,111.16,SPY
2010-02-23,109.81,SPY
2010-02-24,110.82,SPY
2010-02-25,110.67,SPY
2010-02-26,110.74,SPY
2010-03-01,111.89,SPY
2010-03-02,112.2,SPY
2010-03-03,112.3,SPY
2010-03-04,112.64,SPY
2010-03-05,114.25,SPY
2010-03-08,114.27,SPY
2010-03-09,114.46,SPY
2010-03-10,114.97,SPY
2010-03-11,115.45,SPY
2010-03-12,115.46,SPY
2010-03-15,115.49,SPY
2010-03-16,116.41,SPY
2010-03-17,117.1,SPY
2010-03-18,117.04,SPY
2010-03-19,115.97,SPY
2010-03-22,116.59,SPY
2010-03-23,117.41,SPY
2010-03-24,116.84,SPY
2010-03-25,116.65,SPY
2010-03-26,116.58,SPY
2010-03-29,117.32,SPY
2010-03-30,117.4,SPY
2010-03-31,117.0,SPY
2010-04-01,117.8,SPY
2010-04-02,118.28,SPY
2010-04-05,118.76,SPY
2010-04-06,119.04,SPY
2010-04-07,118.36,SPY
2010-04-08,118.77,SPY
2010-04-09,119.55,SPY
2010-04-12,119.74,SPY
2010-04-13,119.83,SPY
2010-04-14,121.19,SPY
2010-04-15,121.29,SPY
2010-04-16,119.36,SPY
2010-04-19,119.81,SPY
2010-04-20,120.88,SPY
2010-04-21,120.66,SPY
2010-04-22,121.02,SPY
2010-04-23,121.81,SPY
2010-04-26,121.35,SPY
2010-04-27,118.48,SPY
2010-04-28,119.38,SPY
2010-04-29,120.86,SPY
2010-04-30,118.81,SPY
2010-05-03,120.35,SPY
2010-05-04,117.52,SPY
2010-05-05,116.82,SPY
2010-05-06,112.94,SPY
2010-05-07,111.26,SPY
2010-05-10,116.16,SPY
2010-05-11,115.83,SPY
2010-05-12,117.45,SPY
2010-05-13,115.99,SPY
2010-05-14,113.89,SPY
2010-05-17,113.95,SPY
2010-05-18,112.4,SPY
2010-05-19,111.76,SPY
2010-05-20,107.54,SPY
2010-05-21,109.11,SPY
2010-05-24,107.71,SPY
2010-05-25,107.82,SPY
2010-05-26,107.17,SPY
2010-05-27,110.76,SPY
2010-05-28,109.37,SPY
2010-06-01,107.53,SPY
2010-06-02,110.33,SPY
2010-06-03,110.71,SPY
2010-06-04,106.82,SPY
2010-06-07,105.49,SPY
2010-06-08,106.62,SPY
2010-06-09,106.05,SPY
2010-06-10,109.15,SPY
2010-06-11,109.68,SPY
2010-06-14,109.51,SPY
2010-06-15,112.0,SPY
2010-06-16,111.96,SPY
2010-06-17,112.14,SPY
2010-06-18,111.73,SPY
2010-06-21,111.41,SPY
2010-06-22,109.57,SPY
2010-06-23,109.23,SPY
2010-06-24,107.42,SPY
2010-06-25,107.87,SPY
2010-06-28,107.53,SPY
2010-06-29,104.21,SPY
2010-06-30,103.22,SPY
2010-07-01,102.76,SPY
2010-07-02,102.2,SPY
2010-07-06,102.87,SPY
2010-07-07,106.11,SPY
2010-07-08,107.16,SPY
2010-07-09,107.96,SPY
2010-07-12,108.03,SPY
2010-07-13,109.66,SPY
2010-07-14,109.65,SPY
2010-07-15,109.68,SPY
2010-07-16,106.66,SPY
2010-07-19,107.29,SPY
2010-07-20,108.48,SPY
2010-07-21,107.07,SPY
2010-07-22,109.46,SPY
2010-07-23,110.41,SPY
2010-07-26,111.56,SPY
2010-07-27,111.55,SPY
2010-07-28,110.83,SPY
2010-07-29,110.29,SPY
2010-07-30,110.27,SPY
2010-08-02,112.76,SPY
2010-08-03,112.22,SPY
2010-08-04,112.97,SPY
2010-08-05,112.85,SPY
2010-08-06,112.39,SPY
2010-08-09,112.99,SPY
2010-08-10,112.38,SPY
2010-08-11,109.3,SPY
2010-08-12,108.63,SPY
2010-08-13,108.31,SPY
2010-08-16,108.26,SPY
2010-08-17,109.59,SPY
2010-08-18,109.79,SPY
2010-08-19,107.88,SPY
2010-08-20,107.53,SPY
2010-08-23,107.12,SPY
2010-08-24,105.53,SPY
2010-08-25,105.94,SPY
2010-08-26,105.23,SPY
2010-08-27,106.86,SPY
2010-08-30,105.31,SPY
2010-08-31,105.31,SPY
2010-09-01,108.46,SPY
2010-09-02,109.47,SPY
2010-09-03,110.89,SPY
2010-09-07,109.64,SPY
2010-09-08,110.41,SPY
2010-09-09,110.92,SPY
2010-09-10,111.48,SPY
2010-09-13,112.72,SPY
2010-09-14,112.65,SPY
2010-09-15,113.08,SPY
2010-09-16,113.05,SPY
